Date,Open,High,Low,Close,Volume,Ticker
2015-01-01,189.65744608147511,190.8771706719807,189.0903658533578,189.99981689453125,2963643,RELIANCE.NS
2015-01-02,190.04261601795088,191.74382815812206,189.22947104058622,189.4969482421875,7331366,RELIANCE.NS
2015-01-05,189.37925486692558,190.6417900892634,187.04678228843514,187.4212646484375,10103941,RELIANCE.NS
2015-01-06,186.1694170073948,186.8113764752529,178.0378685150495,178.91522216796875,18627980,RELIANCE.NS
2015-01-07,179.12924348261123,183.77277619196656,179.1078453068099,182.80982971191406,20720312,RELIANCE.NS
2015-01-08,184.0509160030909,184.65009337577894,179.78186650077416,180.18844604492188,19872227,RELIANCE.NS
2015-01-09,181.54729564096232,184.457533275433,180.81974337459295,184.09375,13392787,RELIANCE.NS
2015-01-12,184.13657345955565,184.2435643466936,180.09220364975974,181.95388793945312,10100113,RELIANCE.NS
2015-01-13,182.53163606142144,182.94891476700133,179.85679270891694,180.42385864257812,9948711,RELIANCE.NS
2015-01-14,180.39177025551925,181.24772588423613,177.86671400685174,178.66917419433594,11380041,RELIANCE.NS
2015-01-15,179.74980999523677,186.40482855783029,179.74980999523677,184.9390106201172,16927085,RELIANCE.NS
2015-01-16,184.02957566951957,187.23940240389092,182.32837764229646,186.1052703857422,19136963,RELIANCE.NS
2015-01-19,186.21222096929463,189.5932181135974,183.76205866343602,188.23440551757812,13339962,RELIANCE.NS
2015-01-20,188.6303094395571,193.77671368739692,188.0632291983135,193.2417449951172,13361320,RELIANCE.NS
2015-01-21,193.6589944954715,195.0285061417366,190.88784537432815,194.03346252441406,17084297,RELIANCE.NS
2015-01-22,193.69110862891478,194.12978549981565,188.20231962566118,189.1117706298828,23721627,RELIANCE.NS
2015-01-23,190.44921596954416,192.11831673911712,187.66738135358918,189.78585815429688,18080494,RELIANCE.NS
2015-01-27,191.06973937499922,191.88289856167683,188.41629435796523,190.2458953857422,17939876,RELIANCE.NS
2015-01-28,189.61460599405672,194.6861300041943,189.61460599405672,194.0548553466797,19298126,RELIANCE.NS
2015-01-29,194.10838906537893,199.97166089874776,194.0655927119526,198.8803253173828,36117653,RELIANCE.NS
2015-01-30,199.00868756270236,199.27617902007137,194.5149424979657,195.8523712158203,21746801,RELIANCE.NS
2015-02-02,196.0235575345849,196.8474157999274,193.80878939472262,194.31166076660156,19302710,RELIANCE.NS
2015-02-03,195.41372784477915,201.3304953363109,195.41372784477915,200.63504028320312,17092333,RELIANCE.NS
2015-02-04,200.9559917954961,201.96173460093706,198.13136124086165,198.75192260742188,14072894,RELIANCE.NS
2015-02-05,200.2926304255329,201.1271735293087,196.3552519765529,197.66058349609375,12365643,RELIANCE.NS
2015-02-06,197.74614559721587,199.00866628719777,193.23100284135162,194.70751953125,9045844,RELIANCE.NS
2015-02-09,192.84583515065205,196.4408282162597,190.87714609111782,191.8828887939453,8839692,RELIANCE.NS
2015-02-10,192.1611129679973,193.5520230294048,184.30775352810963,188.7373046875,13651008,RELIANCE.NS
2015-02-11,189.5932293784795,193.60551573745482,188.95126984622166,192.73886108398438,9781008,RELIANCE.NS
2015-02-12,194.30096384372987,195.5741837758089,189.86071414308964,194.5470428466797,8709626,RELIANCE.NS
2015-02-13,195.58489758339235,197.040016389926,194.52565931328633,196.3338623046875,7393680,RELIANCE.NS
2015-02-16,196.59064338814545,197.76758592734356,192.58907018076474,193.18824768066406,12266698,RELIANCE.NS
2015-02-18,192.58905451039527,194.30096559739172,191.3907281770942,192.942138671875,9835036,RELIANCE.NS
2015-02-19,194.07627964075965,194.215382065177,189.92491934252845,193.02774047851562,9550637,RELIANCE.NS
2015-02-20,191.57261851615772,191.73311911328037,186.44761275465314,186.83279418945312,18717199,RELIANCE.NS
2015-02-23,186.15875879877476,187.61387772073877,181.26913240018587,182.19998168945312,14104463,RELIANCE.NS
2015-02-24,182.79912599269178,183.34479374629717,179.10784076900913,180.06007385253906,19946218,RELIANCE.NS
2015-02-25,181.6328984084374,183.28060077082046,179.97448267383797,180.42385864257812,15274116,RELIANCE.NS
2015-02-26,181.05510429838532,181.88966164130656,179.02222065980368,180.17776489257812,21459750,RELIANCE.NS
2015-02-27,181.36541927892418,184.2435597785605,180.73415877596406,183.0773162841797,18659378,RELIANCE.NS
2015-03-02,185.95545256868127,187.34637688895236,183.07731213428505,184.9390106201172,14579511,RELIANCE.NS
2015-03-03,185.9554639262373,193.9693100339436,185.6130930827343,192.76028442382812,20636925,RELIANCE.NS
2015-03-04,193.8730192954161,194.6540813554282,188.3200350174809,189.9891357421875,14476047,RELIANCE.NS
2015-03-05,190.98415056690584,192.3215793319759,187.9134268069372,189.36854553222656,10716702,RELIANCE.NS
2015-03-09,189.40063069312518,190.8236520656184,184.91758484346377,186.09451293945312,14065391,RELIANCE.NS
2015-03-10,185.94473446187305,187.41055224966092,183.04519614763234,183.84765625,15234060,RELIANCE.NS
2015-03-11,184.2328554743766,186.08384057706047,182.40325426348716,183.1629180908203,11635873,RELIANCE.NS
2015-03-12,183.6015896445869,185.613075295397,183.08800485955376,184.84271240234375,11782380,RELIANCE.NS
2015-03-13,185.95544114677145,186.08383019735746,181.24771406482,181.91107177734375,12936157,RELIANCE.NS
2015-03-16,182.21067397823188,182.73494359136333,179.8140067677036,180.19918823242188,13839990,RELIANCE.NS
2015-03-17,182.00737132545729,184.00815792038017,179.96378837851435,183.35549926757812,19070082,RELIANCE.NS
2015-03-18,183.38758023432382,186.65090177732299,182.8954079453352,185.8805389404297,9269885,RELIANCE.NS
2015-03-19,187.3570483646431,187.60312735711426,182.76701164027128,183.2056884765625,13934612,RELIANCE.NS
2015-03-20,183.58015842661288,184.27562763376545,181.59007115481376,182.7670135498047,10405717,RELIANCE.NS
2015-03-23,183.28058850662916,184.88549441073982,179.34321021313397,180.1670684814453,13251683,RELIANCE.NS
2015-03-24,180.19919731927118,182.80984642823537,180.19919731927118,181.45101928710938,9238431,RELIANCE.NS
2015-03-25,181.67569360019246,181.78268447671076,179.9637824379149,180.79833984375,10264941,RELIANCE.NS
2015-03-26,179.98516947747746,181.72917779480818,176.3473799094531,177.46011352539062,20621346,RELIANCE.NS
2015-03-27,178.4444625104279,178.6798567145218,171.50055489934067,173.69393920898438,23326922,RELIANCE.NS
2015-03-30,174.74249782300674,174.97787776886372,170.43063661796947,173.49066162109375,17330588,RELIANCE.NS
2015-03-31,175.04205615338952,178.23048420828187,175.04205615338952,176.75396728515625,20235395,RELIANCE.NS
2015-04-01,176.51857308913966,179.53580146037353,173.99351702564954,178.904541015625,14588531,RELIANCE.NS
2015-04-06,178.89382137027428,179.32179910406478,175.76960248344625,176.46505737304688,12334096,RELIANCE.NS
2015-04-07,176.76469909764015,178.91527321345652,176.76469909764015,178.21981811523438,21275454,RELIANCE.NS
2015-04-08,178.35884563851613,186.06240168506417,178.23045660886376,185.29205322265625,24821205,RELIANCE.NS
2015-04-09,185.20649592340592,192.37508476493576,183.77277529820066,191.54052734375,27276420,RELIANCE.NS
2015-04-10,191.50844219771332,194.4721754262888,190.25662027122334,193.51992797851562,25323219,RELIANCE.NS
2015-04-13,194.04416485460746,197.88525126306965,192.32156903919247,197.40377807617188,20177342,RELIANCE.NS
2015-04-15,197.082837304697,201.0630127718253,194.12981725651957,197.64991760253906,22231264,RELIANCE.NS
2015-04-16,197.83176610044086,200.72060537180948,196.65483793114063,198.65562438964844,20177302,RELIANCE.NS
2015-04-17,200.08934909007345,202.06873755641382,197.4252046905088,198.33465576171875,23958678,RELIANCE.NS
2015-04-20,200.57081298131627,200.6029102446017,187.98832866102612,189.51834106445312,37628162,RELIANCE.NS
